codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,frame_top,pitch,kind,score,juan,radical,similarity,status
3D1D6,ccz,C-00457,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,265,513,63,103,1920,510,84.16,headword,1.0,卷一下,12,0.983,approved
3D1D7,ccz,C-00458,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,184,509,56,107,1920,510,84.16,inline,0.968,卷一下,12,0.978,approved
3D1D8,ccz,C-00459,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,100,512,55,106,1920,510,84.16,headword,0.996,卷一下,12,0.963,approved
3D1D9,ccz,C-00460,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,788,521,63,106,1920,516,84.93,headword,1.0,卷一下,12,0.963,approved
3D1DA,ccz,C-00461,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,715,524,49,98,1920,516,84.93,headword,1.0,卷一下,12,0.985,approved
3D1DC,ccz,C-00462,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,628,521,51,103,1920,516,84.93,headword,1.0,卷一下,12,0.952,approved
3D1DD,ccz,C-00463,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,620,1116,64,107,1920,516,84.93,inline,1.0,卷一下,12,0.964,approved
3D1DE,ccz,C-00464,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,541,520,54,97,1920,516,84.93,headword,0.999,卷一下,12,0.956,approved
3D1DF,ccz,C-00465,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,459,520,54,103,1920,516,84.93,headword,0.993,卷一下,12,0.986,approved
3D1E0,ccz,C-00466,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,369,519,57,105,1920,516,84.93,headword,0.999,卷一下,12,0.918,approved
3D1E1,ccz,C-00467,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,290,520,57,104,1920,516,84.93,headword,1.0,卷一下,12,0.936,approved
3D1E2,ccz,C-00468,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,204,521,56,102,1920,516,84.93,headword,1.0,卷一下,12,0.927,approved
3D1E3,ccz,C-00469,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,204,1554,60,110,1920,516,84.93,inline,0.998,卷一下,12,0.964,approved
3D1E4,ccz,C-00470,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,22,518,66,103,1920,516,84.93,headword,0.997,卷一下,12,0.786,approved
3D1E5,ccz,C-00471,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,25,1063,67,111,1920,516,84.93,inline,0.934,卷一下,12,0.854,approved
3D1E6,ccz,C-00472,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,845,520,67,104,1920,517,84.66,headword,0.998,卷一下,12,0.827,approved
3D1E7,ccz,C-00473,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,776,520,50,102,1920,517,84.66,headword,1.0,卷一下,12,0.974,approved
3D1E8,ccz,C-00474,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,689,521,53,103,1920,517,84.66,headword,1.0,卷一下,12,0.962,approved
3D1E9,ccz,C-00475,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,596,519,65,106,1920,517,84.66,headword,0.998,卷一下,12,0.959,approved
3D1EA,ccz,C-00476,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,597,1315,56,106,1920,517,84.66,inline,1.0,卷一下,12,0.947,approved
3D1EB,ccz,C-00477,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,515,521,59,104,1920,517,84.66,headword,1.0,卷一下,12,0.973,approved
3D1EC,ccz,C-00478,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,426,521,67,108,1920,517,84.66,headword,0.99,卷一下,12,0.954,approved
3D1ED,ccz,C-00479,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,345,523,63,101,1920,517,84.66,headword,1.0,卷一下,12,0.945,approved
3D1EE,ccz,C-00480,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,253,517,70,107,1920,517,84.66,headword,1.0,卷一下,12,0.8,approved
3D1EF,ccz,C-00481,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,169,521,70,101,1920,517,84.66,headword,1.0,卷一下,12,0.93,approved
3D1F0,ccz,C-00482,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,94,522,57,102,1920,517,84.66,headword,0.999,卷一下,12,0.986,approved
3D1F1,ccz,C-00483,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,94,1482,55,107,1920,517,84.66,inline,0.999,卷一下,12,0.98,approved
3D1F2,ccz,C-00484,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,702,531,64,102,1920,526,84.65,headword,1.0,卷一下,12,0.927,approved
3D1F3,ccz,C-00485,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,620,534,58,104,1920,526,84.65,headword,0.999,卷一下,12,0.946,approved
3D1F4,ccz,C-00486,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,540,530,54,105,1920,526,84.65,headword,0.999,卷一下,12,0.986,approved
3D1F5,ccz,C-00487,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,452,531,57,104,1920,526,84.65,headword,1.0,卷一下,12,0.95,approved
3D1F6,ccz,C-00488,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,374,532,51,100,1920,526,84.65,headword,1.0,卷一下,12,0.975,approved
3D1F7,ccz,C-00489,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,287,530,53,102,1920,526,84.65,headword,1.0,卷一下,12,0.968,approved
3D1F8,ccz,C-00490,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,202,530,51,101,1920,526,84.65,headword,1.0,卷一下,12,0.952,approved
3D1F9,ccz,C-00491,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,116,530,59,102,1920,526,84.65,headword,1.0,卷一下,12,0.928,approved
3D1FA,ccz,C-00492,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,858,525,73,104,1920,523,84.64,headword,0.998,卷一下,12,0.823,approved
3D1FB,ccz,C-00493,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,772,528,56,96,1920,523,84.64,headword,0.997,卷一下,12,0.955,approved
3D1FC,ccz,C-00494,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,693,527,53,100,1920,523,84.64,headword,1.0,卷一下,12,0.943,approved
3D1FD,ccz,C-00495,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,603,526,60,101,1920,523,84.64,headword,1.0,卷一下,12,0.973,approved
3D1FE,ccz,C-00496,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,516,526,62,100,1920,523,84.64,headword,1.0,卷一下,12,0.96,approved
3D1FF,ccz,C-00497,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,437,525,57,107,1920,523,84.64,headword,1.0,卷一下,12,0.98,approved
3D200,ccz,C-00498,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,350,525,56,104,1920,523,84.64,headword,1.0,卷一下,12,0.957,approved
3D201,ccz,C-00499,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,185,528,52,101,1920,523,84.64,headword,1.0,卷一下,12,0.977,approved
3D202,ccz,C-00500,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,189,1113,63,102,1920,523,84.64,inline,0.999,卷一下,12,0.793,approved
3D203,ccz,C-00501,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,101,527,57,100,1920,523,84.64,headword,1.0,卷一下,12,0.948,approved
3D204,ccz,C-00502,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,790,541,53,101,1920,535,84.33,headword,0.999,卷一下,12,0.932,approved
3D205,ccz,C-00503,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,705,543,55,97,1920,535,84.33,headword,1.0,卷一下,12,0.935,approved
3D206,ccz,C-00504,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,624,539,51,104,1920,535,84.33,headword,1.0,卷一下,12,0.969,approved
3D207,ccz,C-00505,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,537,539,56,104,1920,535,84.33,headword,1.0,卷一下,12,0.969,approved
3D208,ccz,C-00506,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,452,538,58,103,1920,535,84.33,headword,0.998,卷一下,12,0.95,approved
3D209,ccz,C-00507,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,372,535,67,107,1920,535,84.33,headword,0.989,卷一下,12,0.896,approved
3D20A,ccz,C-00508,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,282,538,58,108,1920,535,84.33,headword,0.999,卷一下,12,0.933,approved
3D20B,ccz,C-00509,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,201,536,70,108,1920,535,84.33,headword,0.998,卷一下,12,0.693,approved
3D20C,ccz,C-00510,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,117,542,49,99,1920,535,84.33,headword,1.0,卷一下,12,0.971,approved
3D20D,ccz,C-00511,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,29,540,62,105,1920,535,84.33,headword,0.999,卷一下,12,0.95,approved
3D20E,ccz,C-00512,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,854,541,63,102,1920,541,83.56,headword,0.999,卷一下,12,0.895,approved
3D20F,ccz,C-00513,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,772,544,69,98,1920,541,83.56,headword,0.999,卷一下,12,0.849,approved
3D210,ccz,C-00514,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,684,541,74,102,1920,541,83.56,headword,0.997,卷一下,12,0.693,approved
3D214,ccz,C-00518,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,352,545,56,100,1920,541,83.56,headword,1.0,卷一下,12,0.982,approved
3D215,ccz,C-00519,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,270,547,51,89,1920,541,83.56,headword,1.0,卷一下,12,0.967,approved
3D216,ccz,C-00520,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,179,547,67,99,1920,541,83.56,headword,1.0,卷一下,12,0.942,approved
3D217,ccz,C-00521,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,99,544,48,103,1920,541,83.56,headword,1.0,卷一下,12,0.959,approved
3D218,ccz,C-00522,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,786,538,74,102,1920,532,84.17,headword,0.999,卷一下,12,0.814,approved
3D219,ccz,C-00523,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,704,532,71,106,1920,532,84.17,headword,0.991,卷一下,12,0.832,approved
3D21A,ccz,C-00524,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,620,537,70,101,1920,532,84.17,headword,0.996,卷一下,12,0.726,approved
3D21B,ccz,C-00525,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,619,1121,56,105,1920,532,84.17,inline,0.994,卷一下,12,0.95,approved
3D21D,ccz,C-00526,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,539,532,69,106,1920,532,84.17,headword,0.99,卷一下,12,0.676,approved
3D21E,ccz,C-00527,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,456,534,68,107,1920,532,84.17,headword,0.995,卷一下,12,0.799,approved
3D21F,ccz,C-00528,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,371,532,68,105,1920,532,84.17,headword,0.983,卷一下,12,0.815,approved
3D220,ccz,C-00529,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,285,532,70,106,1920,532,84.17,headword,0.977,卷一下,12,0.623,approved
3D221,ccz,C-00530,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,196,532,74,106,1920,532,84.17,headword,0.998,卷一下,12,0.746,approved
3D222,ccz,C-00531,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,119,536,52,102,1920,532,84.17,headword,1.0,卷一下,12,0.987,approved
3D223,ccz,C-00532,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,33,539,68,96,1920,532,84.17,headword,0.999,卷一下,12,0.872,approved
3D224,ccz,C-00533,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,851,520,66,102,1920,515,84.92,headword,1.0,卷一下,12,0.772,approved
3D225,ccz,C-00534,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,768,520,69,99,1920,515,84.92,headword,1.0,卷一下,12,0.745,approved
3D226,ccz,C-00535,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,683,518,66,108,1920,515,84.92,headword,0.999,卷一下,12,0.905,approved
3D227,ccz,C-00536,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,597,515,69,121,1920,515,84.92,headword,0.999,卷一下,12,0.814,approved
3D228,ccz,C-00537,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,512,515,70,107,1920,515,84.92,headword,0.997,卷一下,12,0.696,approved
3D229,ccz,C-00538,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,430,518,64,104,1920,515,84.92,headword,1.0,卷一下,12,0.766,approved
3D22A,ccz,C-00539,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,345,519,70,103,1920,515,84.92,headword,0.999,卷一下,12,0.701,approved
3D22B,ccz,C-00540,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,179,515,69,107,1920,515,84.92,headword,0.999,卷一下,12,0.833,approved
3D22D,ccz,C-00542,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,791,528,47,113,1920,526,83.71,recovered,0.0,卷一下,12,0.955,approved
3D22E,ccz,C-00543,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,707,528,56,106,1920,526,83.71,headword,0.999,卷一下,12,0.969,approved
3D22F,ccz,C-00544,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,628,531,48,98,1920,526,83.71,headword,1.0,卷一下,12,0.964,approved
3D230,ccz,C-00545,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,532,530,62,104,1920,526,83.71,headword,0.999,卷一下,12,0.967,approved
3D231,ccz,C-00546,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,448,526,63,104,1920,526,83.71,headword,0.999,卷一下,12,0.894,approved
3D232,ccz,C-00547,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,371,529,59,107,1920,526,83.71,headword,0.998,卷一下,12,0.977,approved
3D233,ccz,C-00548,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,287,530,51,105,1920,526,83.71,headword,1.0,卷一下,12,0.989,approved
3D234,ccz,C-00549,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,204,531,50,102,1920,526,83.71,headword,0.999,卷一下,12,0.986,approved
3D235,ccz,C-00550,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,120,532,49,101,1920,526,83.71,headword,0.999,卷一下,12,0.955,approved
3D236,ccz,C-00551,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,36,530,49,104,1920,526,83.71,headword,1.0,卷一下,12,0.963,approved
3D237,ccz,C-00552,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,850,524,72,103,1920,520,84.08,headword,0.996,卷一下,12,0.675,approved
3D238,ccz,C-00553,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,860,1118,68,96,1920,520,84.08,inline,0.871,卷一下,12,0.817,approved
3D239,ccz,C-00554,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,780,524,52,102,1920,520,84.08,headword,1.0,卷一下,12,0.962,approved
3D23A,ccz,C-00555,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,681,523,61,103,1920,520,84.08,headword,0.999,卷一下,12,0.651,approved
3D23B,ccz,C-00556,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,607,523,55,105,1920,520,84.08,headword,0.998,卷一下,12,0.969,approved
3D23C,ccz,C-00557,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,526,524,51,102,1920,520,84.08,headword,0.999,卷一下,12,0.989,approved
3D23D,ccz,C-00558,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,441,523,50,95,1920,520,84.08,headword,0.998,卷一下,12,0.987,approved
3D23E,ccz,C-00559,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,343,522,67,105,1920,520,84.08,headword,1.0,卷一下,12,0.916,approved
3D23F,ccz,C-00560,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,273,522,54,106,1920,520,84.08,headword,0.998,卷一下,12,0.986,approved
3D240,ccz,C-00561,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,184,522,58,102,1920,520,84.08,headword,0.996,卷一下,12,0.976,approved
3D241,ccz,C-00562,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,103,523,55,101,1920,520,84.08,headword,0.997,卷一下,12,0.954,approved
3D242,ccz,C-00563,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,793,530,53,104,1920,525,83.91,headword,1.0,卷一下,12,0.985,approved
3D243,ccz,C-00564,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,704,525,64,106,1920,525,83.91,headword,0.998,卷一下,12,0.936,approved
3D244,ccz,C-00565,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,619,529,62,103,1920,525,83.91,headword,0.999,卷一下,12,0.98,approved
3D245,ccz,C-00566,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,544,529,49,101,1920,525,83.91,headword,0.999,卷一下,12,0.975,approved
3D246,ccz,C-00567,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,456,529,54,100,1920,525,83.91,headword,1.0,卷一下,12,0.981,approved
3D247,ccz,C-00568,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,370,528,57,99,1920,525,83.91,inline,0.995,卷一下,12,0.945,approved
3D248,ccz,C-00569,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,290,525,50,109,1920,525,83.91,headword,0.999,卷一下,12,0.972,approved
3D249,ccz,C-00570,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,202,528,55,108,1920,525,83.91,headword,0.999,卷一下,12,0.948,approved
3D24A,ccz,C-00571,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,114,527,63,104,1920,525,83.91,headword,0.999,卷一下,12,0.956,approved
